nfl_data,Date(IST),NFO,NFH,NFL,NFC,FIIB,FIIS,FIIN,DIIB,DIIS,DIIN,August,December,CAD,DAD,DOD,NDAD,Currey,Flow,Shine,Vega
1,1/2/2020,12115.67324,12177.11996,12151.57155,12216.27237,2670.78,1982.02,688.76,3490.16,3426.21,63.95,1356,482,-0.01,0.397,-0.98,0.72,-0.052,0.0399,-0.1,-1.309999466
2,1/3/2020,12195.40645,12275.48738,12173.35595,12251.19693,4514.35,3251.3,1263.05,2750.87,3780.07,-1029.2,879,973,-0.23,-0.51,-1.33,0.46,0.443,0.5648,0.08,1.550000191
3,1/6/2020,12272.92902,12299.12704,12181.88753,12228.90326,3732,3835.84,-103.84,3778.78,3802.48,-23.7,360,1502,-0.17,0.015,-0.21,-0.07,0.0877,-0.069,-0.18,-0.170000076
4,1/7/2020,12237.30935,12242.22714,12030.37114,12051.96001,3911.17,4593.4,-682.23,4205.16,3893.97,311.19,1248,578,-0.21,-0.05,-0.02,-1.79,-0.0437,-0.0208,0.08,-0.06000042
5,1/8/2020,12149.13785,12192.47472,11985.55562,12017.34354,4109.04,4624.89,-515.85,5162.02,4413.62,748.4,725,1109,0.56,0.305,0.54,-0.59,-0.298,-0.6992,-0.65,-0.340000153
6,1/9/2020,12004.84589,12090.64336,11915.65731,11987.98373,4716.4,5147.51,-431.11,5020.49,4601.27,419.22,1372,475,-0.4,0.19,-0.54,1.52,-0.3684,-0.1789,-0.22,-0.909999847
7,1/10/2020,12093.35333,12173.39419,12035.41437,12117.86214,4679.66,4101.38,578.28,4438.75,4690.49,-251.74,1024,811,0.02,0.05,-0.69,-0.51,-0.2446,-0.1071,0.25,0.020000458
8,1/13/2020,12220.96655,12275.45649,12153.12931,12211.0875,4883.87,4815.63,68.24,4593.38,4546.21,47.17,1207,665,1.03,-0.05,0.85,0.25,-0.166,-0.2899,-0.4,-0.240000725
9,1/14/2020,12296.68405,12339.81087,12259.89681,12306.40285,4880.95,5086.51,-205.56,3934.36,4576.83,-642.47,1072,755,-0.44,-0.09,-0.11,-0.54,0.096,0.1265,0.11,0.070000648
10,1/15/2020,12353.3278,12391.7057,12322.35282,12371.0322,6026.82,5747.29,279.53,3897.86,4546.2,-648.34,1090,742,-0.05,0.02,0.03,1.31,-0.1204,-0.1458,0.34,0.029999733
11,1/16/2020,12385.38486,12396.63742,12324.14872,12382.18856,4758.32,5153.56,-395.24,3686.43,3871.08,-184.65,1083,750,0.53,0.08,0.21,0.45,0.2359,0.1264,0.19,-0.100000381
12,1/17/2020,12392.26061,12418.08606,12346.1454,12390.79205,6609.58,6345.32,264.26,3615.43,4115.6,-500.17,946,886,-0.1,-0.14,0.86,1,0.1145,0.0681,-0.14,-0.219999313
13,1/21/2020,12376.11296,12420.60088,12355.35874,12387.73263,6095.57,6145.65,-50.08,3255.07,3562.88,-307.81,787,1055,-0.31,0.16,-0.74,-0.06,0.105,-0.0951,0.4,0.75
14,1/22/2020,12268.09268,12305.50618,12240.41001,12250.91787,5254.68,5431.11,-176.43,4286.22,4612.44,-326.22,737,1097,0.07,-0.015,-1.73,-0.11,-0.0619,-0.4468,-0.06,0.059999466
15,1/23/2020,12232.75845,12246.85505,12131.61865,12141.31667,7969.55,6617.42,1352.13,6729.56,7714.12,-984.56,1078,752,-0.04,-0.19,-0.62,0.49,0.2924,-0.3332,0.14,0.069999695
16,1/24/2020,12148.89155,12194.88582,12087.39072,12146.22933,4884.53,4225.42,659.11,3748.79,3330.83,417.96,1064,766,-0.1,0.035,-1.76,0.58,-0.0935,-0.385,0.28,1.580000877
17,1/27/2020,12148.90754,12233.24109,12110.48278,12201.15511,3025.73,3464.58,-438.85,3451.63,3441.12,10.51,761,1100,-0.14,-0.604,-1.31,-0.43,0.141,-0.4249,-0.09,3.669999123
18,1/28/2020,12168.21619,12213.27044,12093.73124,12135.79032,4871.86,6229.42,-1357.56,4857.64,4145.94,711.75,619,1234,0.8,0.174,-0.02,1.36,-0.197,0.2049,-0.62,-1.949998856
19,1/29/2020,12144.14706,12167.53779,12029.32949,12062.26076,5012.44,6026.71,-1014.27,4662.96,3142.06,1520.9,994,842,0.28,-0.025,2.51,4.2,0.126,-0.0855,0.37,0.109998703
20,1/30/2020,12111.12797,12153.14087,12060.05989,12085.11637,4674.24,5636.52,-962.28,3748.39,3456.04,292.35,532,1314,0.46,-0.15,-1.2,0.62,0.2025,-0.1002,0.07,-0.899999619
21,1/31/2020,12122.0188,12135.48405,12010.56856,12032.21155,5142.69,9321.81,-4179.12,7024.62,3208.18,3816.44,670,1127,-0.35,-0.605,-2.4,0.5,-0.0246,-0.2982,0.08,3.350000381
22,2/3/2020,12095.39828,12096.59638,11944.29021,11958.58815,5834.38,7034.65,-1200.27,5825.21,4538.58,1286.63,710,1151,0.33,0.285,0.67,1.33,-0.2414,-0.439,-0.24,-0.870000839
23,2/4/2020,11746.52337,11828.36466,11680.65571,11747.47219,7504.47,7138.26,366.21,4216.53,3614.67,601.86,1262,558,0.22,0.435,1.31,0.88,-0.184,-0.0798,-0.26,-1.920000076
24,2/5/2020,11707.25782,11881.66706,11688.89021,11853.71857,7151.42,6902.48,248.94,5142.23,4879.48,262.75,1032,791,0.35,0.35,1.56,-2.2,0.0665,0.4174,0,-0.899999619
25,2/6/2020,11858.8735,11996.05176,11825.69435,11990.12517,6251.69,6812.05,-560.36,4545.19,4241.18,304.01,1063,764,-0.42,0.072,-0.41,-0.62,0.025,0.0386,0.33,-0.18999958
26,2/7/2020,12019.38642,12099.05029,11990.3749,12091.79677,5048.96,4887.03,161.93,3936.37,4114.96,-178.59,923,892,-0.17,-0.292,-1.17,-1.52,0.245,-0.1916,-0.16,0.510000229
27,2/10/2020,12118.22906,12143.42213,12059.95199,12109.51067,4665.04,4849.62,-184.58,2866.79,3602.58,-735.79,672,1197,-0.29,0.025,0.16,1.4,-0.151,-0.2617,0.24,-0.430000305
28,2/11/2020,12126.59527,12125.68934,12029.53805,12067.11311,4705.54,4914.93,-209.39,3819.48,3474.85,344.63,800,1022,-0.01,0.28,0.6,-0.93,-0.0749,0.16,0.01,0.140000343
29,2/12/2020,12131.39789,12165.47269,12090.7433,12100.91107,5071.12,5022.31,48.81,3795.48,3456.29,339.19,722,1109,0.1,0.2,0.59,-0.74,0.0845,0.4492,-0.03,-1.440000534
30,2/13/2020,12161.27194,12225.09334,12148.94315,12182.5676,5501.59,4440.2,1061.39,2951.69,3912.17,-960.48,805,1018,0.32,-0.18,-1.08,0.34,-0.0411,0.0325,0.52,0.409999847
31,2/14/2020,12221.45454,12245.38163,12168.46827,12198.37852,4271.61,4976.53,-704.92,4037.42,3817.88,219.54,639,1204,-0.64,-0.01,0.33,1.8,0.292,0.1283,0.79,-0.469999313
32,2/18/2020,12224.14275,12266.31918,12137.81872,12157.76549,5132.62,5207.01,-74.39,4360.84,4670.27,-309.43,631,1236,-0.24,-0.205,-0.89,-0.53,-0.0485,0.0241,0.86,1.149999619
33,2/19/2020,12104.5867,12116.93617,11988.21591,12049.18767,4806.74,4997.4,-190.66,3123.58,2533.46,590.12,1188,634,0.37,0.18,-0.18,-0.4,0.022,0.2883,0.42,-0.449999809
34,2/20/2020,12092.49878,12121.68348,12015.26166,12095.00166,7632.11,6136.86,1495.25,3768.28,4467.9,-699.62,929,906,0.05,-0.3,1.2,-0.78,0.067,0.0676,-0.23,1.180000305
35,2/24/2020,12107.88347,12137.59797,12050.43639,12084.59991,5969.32,7130.22,-1160.9,4171.7,3655.49,516.21,478,1382,-1.59,-1.125,-2.52,0.25,0.315,-0.7795,1.26,9.470000267
36,2/25/2020,12038.78418,12045.39792,11881.54729,11899.36305,5356.93,7672,-2315.07,4386.78,2821.5,1565.28,683,1153,-1.07,-0.665,-2.29,-2.33,-0.1785,-0.5011,-0.78,2.819999695
37,2/26/2020,11911.04231,11911.68428,11781.98011,11794.53801,5821.6,9158.2,-3336.6,6635.51,3849.84,2785.67,557,1289,-0.2,0.02,-0.9,0.61,-0.1795,-0.314,-0.16,-0.290000916
38,2/27/2020,11756.45815,11783.39753,11641.47108,11667.59838,5548.34,8675.7,-3127.36,6695.91,3198.41,3497.5,589,1240,-1.43,-0.96,-3.5,-5.57,0.108,-0.5403,-1.31,11.60000038
39,2/28/2020,11637.39255,11646.7781,11511.6375,11585.99472,14161.82,15590.56,-1428.74,11757.09,4135.93,7621.16,233,1654,-1.93,-0.26,0.86,-4.9,0.8825,-0.5451,-0.74,0.950000763
40,3/2/2020,11393.2721,11395.08963,11204.81688,11250.99599,6376.11,7730.83,-1354.72,5097.47,3958.73,1138.74,671,1178,2.36,0.41,1.01,7.57,0.3485,0.66,0.82,-6.690002441
41,3/3/2020,11298.87621,11328.44538,10980.85937,11063.23955,5679.09,8094.89,-2415.8,6177.35,3042.11,3135.24,1007,829,-1.49,-0.269,-0.86,-0.05,0.364,-0.04,0.76,3.400001526
42,3/4/2020,11150.71218,11249.61746,10981.8414,11119.05977,8228.73,9107.11,-878.38,5859.55,5095.42,764.13,511,1384,0.12,0.629,1.35,6.3,0.244,0.008,-0.07,-4.829999924
43,3/5/2020,11195.6623,11239.68408,10952.37142,11125.89927,5980.14,8456.89,-2476.75,5056.28,2545.39,2510.89,968,872,-1.45,-0.571,-1.81,-2.27,-0.0175,-0.383,0.61,7.629999161
44,3/6/2020,11199.75973,11273.35064,11072.69676,11156.54049,6745.54,10340.38,-3594.84,6861.39,4317.61,2543.78,378,1535,-1.24,-0.334,-1.13,-3.6,0.4975,-1.2618,0.07,2.319999695
45,3/9/2020,10954.29272,11047.07791,10842.60619,10982.06003,6076.45,12672.01,-6595.56,9971.24,4996.44,4974.8,260,1690,-4.25,-2.125,-8.44,-4.78,0.1915,-3.0787,-1.3,12.52000046
46,3/11/2020,10712.58488,10753.75715,10370.62563,10530.69127,9721.28,13236.66,-3515.38,7345.59,4510.13,2835.46,785,1097,-0.96,-0.52,-2.54,-6.4,-0.5155,0.6151,-1.14,-0.559997559
47,3/12/2020,10330.89405,10490.64954,10203.48364,10347.98232,9161.05,12636.34,-3475.29,12340.09,8421.85,3918.24,141,1835,-3.23,-2.51,-4.32,-10.69,0.58,-0.5088,-1.91,21.56999969
48,3/13/2020,9972.649848,10036.17266,9569.994728,9676.05235,8336.42,14364,-6027.58,13264.47,7396.57,5867.9,952,932,3.27,0.64,2.02,7.42,-0.3975,0.4905,-1.21,-17.63999939
49,3/16/2020,9186.026567,9942.196368,8651.604257,9660.73177,6908.97,10718.9,-3809.93,8198.16,5583.62,2614.54,309,1640,-3.69,-2.01,-3.69,-10.74,0.1535,-1.1766,0.66,24.86000061
50,3/17/2020,9208.325795,9537.163894,8711.875397,9155.484591,6655.46,10700.15,-4044.69,7632.05,4209.93,3422.12,583,1314,4,0.504,4.6,9.72,0.254,-0.3947,1.38,-6.779998779
51,3/18/2020,9048.889022,9246.370906,8613.86195,8801.625569,6853.17,11938.52,-5085.35,11245.21,7608.77,3636.44,248,1674,-3.93,-1.409,-0.16,-3.46,0.28,-0.99,-1.83,0.539993286
52,3/19/2020,8875.641901,8956.756976,8254.261372,8334.868732,6766.44,11389.37,-4622.93,8692.51,4325.08,4367.43,401,1515,4.47,0.225,1.68,-3.57,0.2365,0.9027,0.2,-4.449996948
53,3/20/2020,8115.984581,8476.763458,7731.580322,8026.316532,6766.44,11389.37,-4622.93,8692.51,4325.08,4367.43,1156,725,-2.06,0.025,-0.68,-7.5,0.533,-0.3427,-0.2,-5.959999084
54,3/23/2020,7970.170882,8518.217542,7783.537946,8274.804916,5701.63,8690.92,-2989.29,6897.22,5814.98,1082.24,107,1777,-2.37,0.37,-0.86,-7.64,0.974,-0.76,1.05,-4.450000763
55,3/24/2020,7713.611795,8069.22477,7433.648557,7631.404632,7407.77,9561.12,-2153.35,5860.39,4306.73,1553.66,783,1053,-0.43,1.738,1.89,10.13,0.085,0.9636,2.57,0.079998016
56,3/25/2020,7573.280211,7819.610704,7264.768634,7512.95104,9310.2,11203.56,-1893.36,5303.16,4565.18,737.98,1070,718,-1.19,0.657,1.91,3.97,-0.0035,0.4623,-0.39,2.280002594
57,3/26/2020,7471.891708,7988.390033,7372.225778,7868.036796,9423.25,9908.03,-484.78,4961.44,5731.37,-769.93,1268,548,3.06,0.618,-0.7,6.86,-1.4855,-0.1803,0.47,-2.950000763
58,3/27/2020,7974.231093,8367.912828,7878.552697,8295.567609,8999.97,8644.19,355.78,5594.3,3890.58,1703.72,1028,811,-2.76,-0.518,-1.12,-1.04,0.5825,-0.0056,-0.34,4.540000916
59,3/30/2020,8592.986526,8774.291411,8290.215618,8521.780205,4726.47,9090.08,-4363.61,6314.21,2763.88,3550.33,667,1171,0.76,0.125,0.09,6.66,-0.113,0.0097,0.05,-8.459999084
60,3/31/2020,8477.659754,8635.570431,8281.988364,8356.23895,6295.4,9340.34,-3044.94,6955.41,3379.18,3576.23,1341,497,1.45,-0.03,0.59,-4.49,0.0315,-0.0597,-0.97,-3.540000916
61,4/1/2020,8523.842625,8646.579496,8356.444414,8509.109966,5581.89,6698.68,-1116.79,2772.09,3222.45,-450.36,938,864,-2.18,-0.994,-2.2,-2.68,0.983,-0.35,0.55,3.520000458
62,4/3/2020,8582.531724,8589.96967,8271.386929,8333.638348,7596.78,9557.75,-1960.97,3568.24,3341.69,226.55,944,877,-0.97,-0.004,0.93,2.95,-0.128,1.2257,1.08,-10.26000214
63,4/7/2020,8442.420178,8401.314827,8126.19616,8132.546112,10341.45,9599.68,741.77,5156.45,4733.94,422.51,1555,337,1.5,1.693,4.36,5.72,-0.5805,0.2857,0.36,-0.099998474
64,4/8/2020,8440.692169,8653.771023,8279.569918,8557.485685,8916.39,6972.98,1943.41,3471.38,5229.17,-1757.79,1217,627,0.46,0.235,2.46,3.19,0.442,-0.1009,0.1,-3.350002289
65,4/9/2020,8615.787686,9001.449802,8563.256747,8725.222222,7277.03,5539.41,1737.62,4135.32,4601.34,-466.02,1522,322,2.52,0.688,1.77,3.79,0.173,-0.011,2.1,-1.680000305
66,4/15/2020,8901.120322,9154.906332,8871.180415,9059.874227,14199.31,12840.65,1358.66,4671.97,5769.83,-1097.86,1213,650,-4.77,-0.753,-4.33,-1.92,0.3265,-0.3223,1.96,-0.829998016
67,4/16/2020,9187.687626,9310.154546,8977.668304,9065.83723,6779.21,9699.57,-2920.36,4655.41,3333.97,1321.44,1341,488,-1.08,-0.171,-0.6,2.31,0.1795,-0.1254,0.53,-0.729999542
68,4/17/2020,9054.148753,9216.604469,8970.361123,9100.330204,7494.64,8886.62,-1391.98,4145.97,3611.73,534.24,1398,446,1.42,0.874,1.79,2.93,-0.238,-0.0435,-0.46,-1.959999084
69,4/20/2020,9318.94439,9355.218783,9145.425252,9300.408841,5817.14,6083.03,-265.89,3448.46,4237.33,-788.87,1157,723,-0.64,-0.278,-1.89,-1.46,0.01,-0.3872,0.38,5.680000305
70,4/21/2020,9475.233599,9455.857704,9311.281709,9373.674013,3997.53,6092.76,-2095.23,4285.48,4353.94,-68.46,503,1345,0.3,-0.571,-0.65,-4.51,0.39,-1.8533,-0.1,1.579998016
71,4/22/2020,9257.795773,9238.334636,9135.645492,9186.934767,5441.64,6767.73,-1326.09,4352.95,3489.13,863.82,960,868,-0.1,0.215,0.96,-0.64,-0.485,0.3822,1.66,-3.430000305
72,4/23/2020,9148.712303,9247.13936,9064.546313,9236.052451,6171.82,6286.4,-114.58,3828.87,3490.6,338.27,1193,650,0.36,-0.213,0.72,-0.78,-0.461,0.1373,0.26,-0.599998474
73,4/24/2020,9238.821198,9342.887445,9183.767428,9341.607717,5668.62,5875.91,-207.29,3903.74,4897.72,-993.98,541,1328,0.32,0.108,0.56,1.78,0.28,-0.0773,0.36,-5.450000763
74,4/27/2020,9224.787826,9347.684443,9209.218348,9265.45535,3888.01,4804.43,-916.42,4502.75,3360.78,1141.97,1085,762,1.99,0.644,1.32,6,-0.053,-0.65,-0.17,-2.63999939
75,4/28/2020,9281.041907,9401.445538,9290.225587,9313.9469,4877.7,4999.85,-122.15,4249.74,3860.74,389,986,830,1.44,0.114,1.43,-0.42,-0.261,0.0102,0.03,0.279998779
76,4/29/2020,9395.180215,9439.832542,9325.009629,9400.931427,5733.65,5011.57,722.08,4303.84,4225.17,78.67,1144,696,3.31,0.768,1.6,0.39,-0.467,0.3596,-0.41,-2.340000153
77,4/30/2020,9454.033344,9592.446162,9427.027775,9558.447233,8792.04,6823.24,1968.8,5919.28,5340.25,579.03,1095,732,-2.58,-0.22,-0.78,-1.93,-0.451,0.53,-0.83,2.920001984
78,5/4/2020,9722.576841,9864.872025,9710.422206,9844.218077,5482.19,6856.17,-1373.98,3756.63,5418.24,-1661.61,412,1439,-0.94,-0.64,-3.63,-3.54,0.5988,0.0102,1.66,1.819999695
79,5/5/2020,9675.13616,9720.163594,9491.016129,9551.701229,3699.65,4759.04,-1059.39,3351.43,4346.73,-995.3,597,1217,-1.28,-0.02,0.31,2.7,0.0757,0.78,0.81,-2.36000061
80,5/6/2020,9563.902352,9580.166518,9321.351191,9340.486618,4544.82,5038.5,-493.68,3811.57,3489.1,322.47,821,981,-0.82,-0.314,-1.41,-3.2,0.149,-0.275,-1.63,0.509998322
81,5/7/2020,9357.47015,9433.855411,9184.523159,9286.888613,23369.82,4313.33,19056.49,7050.9,3232.49,3818.41,794,995,0.36,0.289,0.89,1.7,-0.027,-0.288,0.7,-2.679998398
82,5/11/2020,9264.595428,9315.445273,9164.428481,9211.953806,5383.01,4848.14,534.87,3799.19,4620.79,-821.6,859,968,-0.36,0.309,1.05,1.91,-0.0037,0.318,-1.24,-3.870000839
83,5/12/2020,9305.90282,9380.193595,9189.466551,9209.351767,6231.71,7893.74,-1662.03,5326.5,5690.5,-364,684,1103,-1.58,-0.258,-0.11,-0.74,-0.6498,-0.1115,0.02,5.470001221
84,5/13/2020,9198.645972,9270.206587,9076.68728,9181.2436,6192.1,6475.53,-283.43,4847.22,4614.57,232.65,1331,472,-0.69,-0.568,-1.44,0.39,0.144,-0.1891,0.08,2.239997864
85,5/14/2020,9451.695206,9470.31498,9248.908768,9306.519316,4655.18,6807.7,-2152.52,4146.16,3343.8,802.36,703,1086,0.14,-0.136,1.16,0.59,0.1572,0.4206,1.02,-2.669998169
86,5/15/2020,9302.322865,9345.732745,9163.548507,9192.65728,3905.69,6293.73,-2388.04,3501.57,2276.04,1225.53,837,945,0.41,0.018,0.05,2.6,0.3163,0.215,0.9,-0.720001221
87,5/18/2020,9209.431818,9217.437694,9074.106654,9136.994169,4648.07,7160.89,-2512.82,4381.64,4534.06,-152.42,390,1462,2.46,1.7,3.18,2.86,-0.0505,0.9,-0.84,-2.590000153
88,5/19/2020,9151.830603,9144.828743,8861.363959,8890.294356,13613.73,14942.04,-1328.31,4362.13,2702.39,1659.74,788,982,-1.8,-0.21,-1.1,-2.31,-0.107,-0.09,0.9,1.23000145
89,5/20/2020,8988.778752,9025.863707,8805.002195,8824.216303,4522.3,5988.82,-1466.52,4855.06,2481.87,2373.19,1056,707,2.32,0.425,0.54,2.08,-0.178,0.47,-0.85,-2.540000916
90,5/21/2020,8868.805879,9024.544308,8802.981628,8939.04194,6102.7,6361.43,-258.73,3602.92,3201.14,401.78,1049,721,-0.07,-0.336,-0.36,-0.72,0.1155,0.1793,-0.99,1.540000916
91,5/22/2020,8960.01508,9093.21622,8940.82899,9028.775555,4404.88,5758.78,-1353.9,4164.03,4508.19,-344.16,667,1103,0.13,0.059,0.3,1.35,0.4015,-0.2143,0.06,-1.370000839
92,5/26/2020,9002.442074,9110.062081,8946.761433,9025.730381,11849.98,7133.85,4716.13,6700.02,3858.93,2841.09,904,892,1.95,0.83,2.67,0.94,-0.5409,0.2449,-1.59,-0.149999619
93,5/27/2020,9050.157101,9130.204973,8971.971317,9018.797779,6191.51,6526.25,-334.74,5684.69,3275.84,2408.85,1064,715,2.81,0.577,1.03,-1.09,0.4389,-0.3588,-0.81,-0.38999939
94,5/28/2020,9062.551956,9266.293691,8990.487091,9223.600795,8584.41,6230.27,2354.14,5044.02,4899.19,144.83,1264,537,-0.98,0.196,-1.11,1.18,-0.197,0.0789,0.03,0.969999313
95,5/29/2020,9274.014802,9457.224758,9239.700161,9443.793132,25389.42,23928.71,1460.71,8144.45,7177.02,967.43,1163,632,-1.27,-0.024,-0.11,2.09,-0.093,0.5025,0.05,-1.079999924
96,6/1/2020,9411.347272,9603.986787,9380.872017,9603.532897,7015.34,5439.88,1575.46,4890.67,5349.92,-459.25,1506,349,-1.05,0.668,0.01,0.42,-0.0644,-0.8925,0.78,0.719999313
97,6/2/2020,9689.120857,9904.392435,9677.174985,9843.973555,12157.1,4658.78,7498.29,5065.9,4624.85,441.05,1382,459,-0.14,0.321,1.99,0.36,-0.5416,1.36,-0.83,-1.38999939
98,6/3/2020,9918.000828,10075.75662,9885.912579,10050.51027,9979.47,8128.35,1851.12,4633.07,5414.86,-781.79,1279,586,2.04,1.104,1.03,0.1,0.3652,-0.0892,-0.73,-1.180000305
99,6/4/2020,10172.03764,10267.00187,10117.24958,10185.60711,8506.04,5601,2905.04,3622.8,4470.11,-847.31,943,889,0.38,0,1.08,-1.41,0.0828,0.1592,0.21,0.149999619
100,6/5/2020,10227.95499,10295.41757,10134.70172,10201.77187,4585.79,4488.18,97.61,3539.03,3491.74,47.29,1588,312,2.74,0.6,1.26,1.97,0.167,0.7015,-0.14,-1.289999008
101,6/8/2020,10258.4574,10325.47025,10189.02095,10269.67133,6081.97,5268.7,813.27,4212.26,5450.49,-1238.23,1301,607,0.91,0.32,1.93,1.4,-0.169,-0.3445,0.27,1.289999008
102,6/9/2020,10420.40863,10429.28678,10250.90181,10300.12516,6502.25,6011.44,490.81,4043.52,4776.85,-733.33,773,1135,-0.8,-0.48,-1.49,-1.21,0.045,0.1592,0.77,1.760000229
103,6/10/2020,10368.9161,10431.98538,10188.58281,10209.04733,4432.22,5351.48,-919.26,3179.77,2679.07,500.7,1155,740,-2.03,-0.085,-0.83,-0.08,0.1135,0.0138,0.75,0
104,6/11/2020,10247.15929,10313.21568,10154.59824,10203.19446,3805.18,4610.32,-805.14,3027.31,3901.66,-874.35,662,1199,-3.06,-1.755,-4.32,-6.76,0.373,-0.89,-0.77,13.22000122
105,6/12/2020,10192.85708,10219.36463,10017.32257,10036.04267,3579.73,4891.22,-1311.49,5251.66,3306.51,1945.15,952,910,1.09,0.25,1.97,1.9,0.0439,0.1996,-0.24,-4.700000763
106,6/15/2020,9765.288517,10085.4259,9702.073748,10004.13058,3247.57,6207.9,-2960.33,3826.07,2749.69,1076.38,923,973,0.15,0.351,0.75,2.22,-0.0479,0.2347,0.67,-1.689998627
107,6/16/2020,9837.276863,9983.324733,9688.136896,9873.176784,4608.09,6086.61,-1478.52,4742.48,3580.97,1161.51,847,1036,1.26,0.489,0.27,1.16,0.256,0.2257,-0.36,-0.730003357
108,6/17/2020,9944.652531,10011.6844,9688.706395,9885.864632,4910.75,5397.37,-486.62,3759.97,3591.92,168.05,1027,838,-1.71,-0.185,-1.08,-0.4,0.0275,-0.09,-0.13,-0.199996948
109,6/18/2020,9896.618021,9996.542212,9769.484567,9870.682589,4918,4551.43,366.57,3671.35,2540.08,1131.27,1407,455,0.12,-0.123,0.41,1.16,0.1101,0.2547,-0.31,-0.530002594
110,6/19/2020,9865.360977,10068.82492,9817.624812,10017.5982,14764.29,13527.29,1237,6511.56,7392.22,-880.66,1295,584,-0.43,-0.237,0.07,-0.46,-0.1699,0.2,0.55,2.180000305
111,6/22/2020,10037.01885,10219.23563,10004.57464,10195.8555,5467.93,5043.72,424.21,4781.76,6069.45,-1287.69,1376,561,0.47,0.375,0.09,0.88,-0.4057,0.2453,0.96,-3.349998474
112,6/23/2020,10260.34242,10373.72131,10236.40993,10321.69416,23234.73,23065.77,168.96,4753.26,4298.78,454.48,1388,512,-0.56,0.445,-0.39,-1.11,-0.2745,-0.043,0.23,-0.399999619
113,6/24/2020,10378.38328,10504.17513,10352.27503,10486.88807,8721.09,6954.19,1766.9,4527.64,6052.54,-1524.9,775,1121,-0.91,-0.715,-2.9,-3.32,0.169,-0.737,0.03,2.469999313
114,6/25/2020,10553.74777,10603.92675,10378.53103,10431.58257,5716.86,6767.47,-1050.61,7786.25,8041.84,-255.59,1034,850,1.2,0.46,1.53,3.41,-0.113,0.3943,0.02,-1.619998932
115,6/26/2020,10409.01691,10499.66802,10314.29086,10382.38637,4220.4,4973.58,-753.18,4763.5,3459.32,1304.18,1116,770,-0.84,-0.725,-0.18,-2.87,0.0725,-0.2662,0.14,2.509998322
116,6/29/2020,10433.63646,10475.97899,10358.47778,10419.371,3964.64,5901.7,-1937.06,4337.18,3301.05,1036.13,713,1210,1.195,0.12,1.18,1.73,-0.123,0.3768,0.26,-2.949998856
117,6/30/2020,10388.62984,10406.73157,10307.27595,10378.90548,4796.39,6796.47,-2000.08,5247.06,3195.75,2051.31,801,1080,0.975,0.259,-0.22,1.92,0.0015,-0.0376,0.81,-1.350000381
118,7/1/2020,10412.35743,10416.22316,10308.26805,10347.29078,3629.77,5326.22,-1696.45,3669.48,2292.35,1377.13,1054,864,-1.56,-0.139,-0.01,1.29,-0.023,0.0774,-0.13,-1.809999466
119,7/2/2020,10375.90016,10451.36909,10327.02059,10421.49752,4054.33,4611.05,-556.72,5134.57,4225.93,908.64,1137,748,0.99,0.54,0.84,-0.7,-0.724,0.1487,-0.54,-0.940000534
