nfl_data,Date(IST),NFO,NFH,NFL,NFC,FIIB,FIIS,FIIN,DIIB,DIIS,DIIN,August,December,CAD,DAD,DOD,NDAD,Currey,Flow,Shine,Vega
239,12/30/2020,13830.0244,13916.59393,13791.06596,13892.04423,5345.63,3521.11,1824.52,3372.43,3959.86,-587.43,1020,889,0.53,-0.425,1.14,1,-0.2027,0.0552,0.33,-0.309999466
240,12/31/2020,13982.2966,14019.95196,13907.42249,14011.71584,6855.31,5719.72,1135.59,4209.73,4467.37,-257.64,1113,797,0.27,-0.3334,0.03,2.6,-0.0691,0.0285,-0.46,-0.020000458
241,1/4/2021,14035.42505,14078.82422,14000.83658,14056.0812,5331.17,3487.95,1843.22,4575.57,5290.78,-715.21,1375,604,0.18,0.2044,-1.46,-0.73,-0.0306,-0.2611,1.84,4.219999313
242,1/5/2021,14146.05845,14184.97475,14043.17291,14174.29041,7039.45,6053.15,986.3,5092,5582.03,-490.03,1116,867,0.26,0.1539,1.76,-0.04,0.1177,0.6508,-0.34,-1.629999161
243,1/6/2021,14164.39872,14272.1016,14117.71981,14265.02389,6733.28,7216.92,-483.64,5686.04,6066.45,-380.41,859,1121,3.26,0.4641,2.63,3.43,0.0209,0.0799,0.22,-0.270000458
244,1/7/2021,14280.93159,14320.96801,14133.36041,14255.13319,8481.77,8099.47,382.3,4815.72,5805.22,-989.5,1210,737,-0.61,0.191,0.08,1.4,0.2608,0.18,0.27,-2.699998856
245,1/8/2021,14332.22011,14340.117,14188.54882,14231.67171,13171.18,7141.35,6029.83,4792.7,7165.24,-2372.54,1074,887,-0.21,0.0692,-0.3,2.01,-0.1293,0.3506,-0.8,-0.810001373
246,1/11/2021,14346.76336,14417.98697,14274.10229,14362.59863,9652.29,6513.39,3138.9,4496.85,7106.98,-2610.13,778,1210,-0.27,-0.5692,0.65,2.09,0.1693,-0.0772,-0.45,2.520000458
247,1/12/2021,14497.94598,14537.84466,14418.99967,14512.84656,9354.82,8783.35,571.47,5556.61,6891.11,-1334.5,1037,917,0.83,0.17,2.18,1.02,-0.2105,0.2796,0.02,-0.75
248,1/13/2021,14555.67225,14648.15261,14508.9676,14626.85554,10263.57,8384.51,1879.06,5777.2,8147.37,-2370.17,667,1309,-0.52,-0.1018,-1.01,0.57,-0.194,-0.023,0.06,-1.120000839
249,1/14/2021,14689.15532,14730.96359,14538.06344,14666.10143,10175.47,9098.85,1076.62,5772.8,5960.9,-188.1,912,1022,0.23,0.0968,-0.38,-0.36,0.0505,0.18,0.08,1.040000916
250,1/15/2021,14672.00381,14729.23166,14563.34302,14691.9487,7240.81,6269.75,971.06,4914.07,5856.14,-942.07,518,1432,-0.4,-0.7415,-2.34,-2.09,0.044,-0.4139,-0.54,1.090000153
251,1/19/2021,14682.48153,14714.91211,14480.44293,14573.93758,6715.91,6458.36,257.55,5146.41,5345.71,-199.3,1431,517,-0.1,0.3965,0.24,2.22,-0.001,0.2139,0.25,-1.100000381
252,1/20/2021,14515.57839,14645.97296,14427.46742,14572.87988,7701.29,5412.24,2289.05,5084.73,5949.35,-864.62,997,937,-0.45,0.1,1.02,1.41,-0.229,0.02,0.44,-1.659999847
253,1/21/2021,14551.58452,14693.20128,14517.30201,14655.40397,9104.25,7489.59,1614.66,5053.57,6093.05,-1039.48,601,1369,-0.03,0.115,-1.01,-2.27,0.0405,-0.024,-0.15,-0.260000229
254,1/22/2021,14703.49384,14771.79895,14553.13806,14647.99759,8326.77,8962.46,-635.69,4859.95,6150.3,-1290.35,477,1472,0.39,-0.07,-0.06,-0.98,0.0146,-0.216,-0.21,0.590000153
255,1/25/2021,14661.25987,14704.74058,14448.2563,14480.84765,8423.37,9188.67,-765.3,5090.23,5477.99,-387.76,501,1457,-1.03,-0.355,-0.27,1.88,-0.0301,0.1574,-0.03,1.280000687
256,1/27/2021,14558.94791,14575.01088,14295.38671,14305.46313,11236.79,12925.01,-1688.22,6222.79,6226.17,-3.38,614,1313,-0.2,-0.5309,-2.84,-1.1,0.058,-0.0775,-1.45,14.01999855
257,1/28/2021,14335.9843,14331.36913,14017.69641,14033.06374,8493.91,12206.42,-3712.51,6351.07,4614.15,1736.92,938,975,1.25,0.2709,-0.01,-2.17,-0.0795,-0.0799,0.37,-7
258,1/29/2021,13929.44735,13980.0754,13742.07409,13809.61907,11875.01,17805.67,-5930.66,7582.45,5139.25,2443.2,868,1044,-0.81,-0.5879,-2.48,-3.76,-0.1079,-0.03,0.01,2.880001068
259,2/1/2021,13851.12462,13879.78732,13545.92372,13591.11791,10168.32,8674.09,1494.23,6603.46,6693.92,-90.46,1348,607,0.21,0.4879,0.85,3.34,0.3544,0.4,0.17,-2.850000381
260,2/2/2021,13696.92354,14115.67135,13520.63743,13973.81483,13585.57,7404.01,6181.56,7755.23,9790.43,-2035.2,1235,715,0.53,0.3257,1.86,4,-0.2157,0.2981,-0.2,-4.680000305
261,2/3/2021,14162.72067,14521.99907,14109.44799,14429.08684,11546.18,9025.26,2520.92,6427.49,6827.23,-399.74,1189,728,0.31,0.1943,0.74,-0.45,-0.108,0.2805,0,-2.649999619
262,2/4/2021,14586.02358,14809.76579,14465.33544,14741.51045,11826.54,9889.8,1936.74,6314.21,7082.76,-768.55,1212,705,0.95,-0.055,0.99,1.41,0.0897,0.1392,-0.35,-1.13999939
263,2/5/2021,14801.40505,14965.1432,14723.66586,14949.86838,9402.17,7940.46,1461.71,6202.57,7621.22,-1418.65,764,1155,-0.41,0.365,0.9,-0.98,-0.1125,0.1768,0.34,-0.899999619
264,2/8/2021,15005.23053,15094.62172,14935.58976,15048.06135,8017.52,6140.92,1876.6,5356.49,5861.35,-504.86,1106,793,1.12,-0.035,0.11,-0.14,0.055,0.3254,0.13,0.369998932
265,2/9/2021,15162.06813,15242.39365,15140.59498,15211.65358,11599.6,10298.95,1300.65,4649.82,6406.06,-1756.24,800,1150,0.42,0.005,-0.75,0.68,-0.0495,0.1,-0.03,0.38999939
266,2/10/2021,15285.95532,15362.44306,15228.23975,15261.35936,9072.1,7285.13,1786.97,4749.91,6825.59,-2075.68,879,1048,-0.23,-0.0734,1.07,-0.66,-0.018,0.07,0.08,0.36000061
267,2/11/2021,15288.5734,15333.8194,15180.79544,15261.08984,5627.71,4683.35,944.36,4271.11,4978.79,-707.68,1106,833,-0.8,0.1283,0,-0.1,-0.1445,-0.16,-0.32,-0.739999771
268,2/12/2021,15236.16805,15317.08484,15201.09152,15290.74349,4252.21,4289.54,-37.33,3647.82,4245.44,-597.62,854,1059,-0.06,0.1251,0.48,-0.38,-0.072,0.405,-0.04,-1.280000687
269,2/16/2021,15277.19848,15334.66717,15204.24563,15281.33755,6825.94,5681.85,1144.09,4632.12,6191.65,-1559.53,822,1115,0.08,0.02,0.6,2,0.227,0.275,-0.45,1.489999771
270,2/17/2021,15416.76143,15466.87653,15307.29852,15371.92129,8499.18,7490.98,1008.2,4441.26,5724.64,-1283.38,914,1010,0.18,-0.41,-0.21,0.7,-0.02,0.18,-0.87,0.040000916
271,2/18/2021,15401.23729,15430.91737,15289.25681,15325.77278,9725.77,8822.7,903.07,5281.7,6499.04,-1217.34,1064,862,-0.5,-0.08,-0.98,0.19,-0.1525,-0.3,-0.51,0.989999771
272,2/19/2021,15350.70809,15356.66773,15200.9161,15228.39725,8611.06,8492.31,118.75,3542.36,4717.34,-1174.98,646,1286,0.58,0.23,2.83,-0.45,-0.1495,-0.2418,-0.54,-0.440000534
273,2/22/2021,15198.93963,15237.38261,15021.32471,15077.55222,9454.13,10347.38,-893.25,4804.05,5723.93,-919.88,569,1395,1.02,-0.049,2.09,-2.81,-0.0295,0.6418,0.75,1.400001526
274,2/23/2021,15068.86684,15082.18419,14745.92274,14786.18843,8112.33,9681.37,-1569.04,4918.49,4701.82,216.67,1156,755,0.52,0.009,-0.36,-1.28,-0.061,0.19,-0.37,-0.340000153
275,2/24/2021,14852.90165,14899.898,14634.92474,14679.88724,35295.57,6556.4,28739.17,3573.61,3343.17,230.44,1200,632,0.88,0.2575,1.57,1.65,-0.0145,0.38,-0.06,-1.770000458
276,2/25/2021,14720.27275,14932.58871,14487.09954,14837.94992,14123.81,13935.73,188.08,5174.63,5921.2,-746.57,1258,677,-1.04,-0.4575,-2.34,-1.67,0.315,-0.02,-0.65,7.549999237
277,2/26/2021,14920.62778,15075.52878,14833.8658,15001.58332,22163.45,30458.62,-8295.17,7534.99,6035.29,1499.7,580,1368,-0.78,-0.2799,-2.04,-2.03,1.2115,-0.5074,-0.78,-0.939998627
278,3/1/2021,14882.22098,14959.88798,14570.7325,14670.3199,6674.54,6549.39,125.15,4262.45,4457.33,-194.88,1297,700,1.62,0.5199,2.23,3.58,-0.5245,-0.3126,0.3,-4.600000381
279,3/2/2021,14733.97939,14827.97756,14576.10384,14688.1844,8978.71,6755.55,2223.16,4315.34,5169.38,-854.04,1189,729,-0.44,0.05,1.19,-1.23,-0.084,-0.2012,0.89,0.75
280,3/3/2021,14788.05705,14882.26476,14673.69792,14817.50664,10944.98,8856.28,2088.7,5414.38,5021.47,392.91,1206,734,1.4,0,-0.48,-3.93,-0.445,0.4812,-0.36,2.569999695
281,3/4/2021,14962.39012,15139.63385,14892.69949,15117.21056,11733.98,11957.09,-223.11,4342.9,5131.09,-788.19,1047,896,-0.03,-0.37,-1.05,1.29,-0.1575,0.83,0.04,1.899999619
282,3/5/2021,15017.30752,15207.74837,14981.63116,15133.86062,9383.17,11397.33,-2014.16,3633.06,4824.25,-1191.19,537,1423,2.04,-0.18,1.71,6.7,0.4685,0.597,0.3,-3.909999847
283,3/8/2021,15005.26608,15155.10384,14931.94754,15031.36048,5918.33,7412.82,-1494.49,3838.89,3355.27,483.62,1038,927,2.37,0.65,0.53,0.29,0.1275,-0.387,-0.34,0.809999466
284,3/9/2021,15014.819,15140.04478,14945.32935,14992.18962,11281.25,8479.38,2801.87,6216.33,4966.11,1250.22,744,1208,-0.79,0.335,-1.18,1.66,-0.419,-0.2007,0.49,-1.439998627
285,3/10/2021,15051.35331,15141.85944,14951.63706,15074.67346,6534.99,6550.68,-15.69,4059.79,3612.12,447.67,1080,851,1.49,0.215,1.83,-2.1,-0.0305,0.2607,0.13,-1.470001221
286,3/12/2021,15175.64935,15206.80619,15077.5661,15165.68293,12080.56,13023.16,-942.6,4789.89,4953.76,-163.87,786,1174,1,0.23,0.25,-0.13,-0.172,0.3,0.2,-1.869998932
287,3/15/2021,15314.63805,15319.25372,15024.65739,15099.56034,6658.82,7760.17,-1101.35,4036.19,4785.9,-749.71,691,1316,-1.44,-0.385,-1.44,1.57,-0.1065,-0.04,0.45,-0.659999847
288,3/16/2021,15174.49527,15158.97189,14845.50345,14991.86688,7819.91,6127.6,1692.31,4518.78,5687.37,-1168.59,913,1022,-0.35,0.2,0.28,-0.52,-0.065,-0.18,-0.06,-0.239999771
289,3/17/2021,15065.66064,15083.93773,14866.13337,14927.64568,9973.21,7347.39,2625.82,5874.44,6436.59,-562.15,382,1582,0.43,0.38,2.83,-1.45,0.038,-0.06,0.42,-0.560001373
290,3/18/2021,14978.18184,14981.75697,14737.41099,14764.07926,7994.23,6735.76,1258.47,4692.9,5809.07,-1116.17,425,1529,0.16,-0.025,-1.29,0.92,0.072,-1.3,-0.27,2.350000381
291,3/19/2021,14874.02232,14879.51837,14525.10604,14576.54744,24193.67,22775.24,1418.43,7503.7,6944.08,559.62,1017,915,-0.08,-0.19,-0.81,0.8,-0.1965,0.55,0.1,-0.629999161
292,3/22/2021,14554.84535,14775.80789,14342.95015,14633.20977,6436.46,7223.44,-786.98,4659.69,4116.99,542.7,1062,930,-1.06,0.14,-0.4,1.38,-0.0685,-0.06,-0.34,-2.070001602
293,3/23/2021,14607.91919,14718.47566,14449.08101,14663.65905,7811.31,7919.55,-108.24,4882.49,5412.18,-529.69,1157,778,-0.5,-0.365,-2.76,0.45,0.151,-0.91,-0.38,1.420000076
294,3/24/2021,14667.67333,14783.48094,14587.85577,14740.92573,5577.51,7529.41,-1951.9,5581.34,4968.54,612.8,441,1492,-0.15,-0.075,1.29,-0.24,0.0665,0.88,-0.08,0.900001526
295,3/25/2021,14663.30918,14730.11417,14533.89587,14589.95588,6669.49,10053.09,-3383.6,7823.37,5555.68,2267.69,359,1615,0.97,-0.0285,1.2,-0.76,0.103,-0.66,-0.43,-1.390001297
296,3/26/2021,14565.7942,14584.635,14318.30248,14363.96644,6317,6367.13,-50.13,5876.74,4173.6,1703.14,1157,769,1.43,0.3335,0.75,4.15,-0.04,0.65,0.27,-0.949998856
297,3/30/2021,14481.1505,14523.63703,14333.47776,14400.14466,10119.5,9350.03,769.47,11262.39,9081.38,2181.01,1049,917,-0.97,0.2473,0.62,-3.27,0.7985,-0.1715,-0.49,0.75
298,3/31/2021,14538.21016,14723.47118,14495.57833,14670.74411,7657.89,9343.8,-1685.91,6160.75,4079.23,2081.52,925,1008,0.23,0.0877,-0.67,0.01,-0.3015,-0.2185,0.29,-0.210000992
299,4/1/2021,14703.89408,14776.70573,14613.05308,14688.74538,7279.28,7129.87,149.41,3621.88,3918.72,-296.84,1594,355,0.17,0.3789,0.66,3.39,0.1675,0.59,0.57,-2.069999695
300,4/6/2021,14773.48971,14852.49949,14682.98245,14823.57973,4825.29,5918.04,-1092.75,4518.84,4102.25,416.59,1158,774,-0.06,0.4611,0,1.81,0.173,-0.44,0.51,0.790000916
301,4/7/2021,14760.10377,14811.54196,14626.70739,14750.35276,7380.16,7152.74,227.42,4903.19,4522.11,381.08,1277,647,-0.57,-0.0631,-0.61,-1.88,0.8615,0.004,-0.21,-0.960000992
302,4/8/2021,14737.17716,14863.80353,14652.56281,14810.7028,8752.01,8641.16,110.85,4854.39,4301.61,552.78,1242,707,0.34,0.0881,-0.8,2.74,0.2255,-0.004,0.49,-0.209999084
303,4/9/2021,14840.25995,14961.90492,14786.12808,14875.36734,6307.89,6961.4,-653.51,5224.86,5496.12,-271.26,1071,844,0.09,0.1184,-0.05,2.58,0.1695,-0.0847,0.05,-0.260000229
304,4/12/2021,14890.85682,14956.51054,14818.29793,14873.00461,6519.91,8266.34,-1746.43,7165.01,6932.25,232.76,229,1781,0.48,-0.0193,0.65,-0.01,0.283,0.1447,-0.22,0.219999313
305,4/13/2021,14738.78692,14758.47252,14441.3949,14491.13164,8556.44,9287.25,-730.81,4557.77,4313.97,243.8,1407,519,-0.88,0.1559,-0.48,1.84,0.279,0.22,0.11,-0.260000229
306,4/15/2021,14466.00591,14577.99716,14286.88868,14456.52993,11711.48,10731.78,979.7,4979.59,5506.22,-526.63,754,1166,0.02,0.1133,1.26,2.12,-0.4505,0.74,0.88,-0.079999924
307,4/16/2021,14458.2028,14549.42862,14280.07167,14503.60825,7512.32,7074.81,437.51,5523.58,4866.03,657.55,1133,763,0.57,0.5255,0.11,0.12,-0.368,-0.06,0.25,-0.319999695
308,4/19/2021,14518.2952,14615.80895,14434.18546,14557.94854,6381.91,8015.61,-1633.7,6843.13,4487.57,2355.56,380,1598,-0.66,-0.0388,-0.13,-1.54,0.4035,0.06,-0.12,1.040000916
309,4/20/2021,14341.65202,14425.66215,14246.60313,14401.17305,8722.73,9805.06,-1082.33,5595,4271.99,1323.01,1073,828,-1.32,-0.5602,-2.07,1.05,0.516,-0.27,0.29,1.38999939
310,4/22/2021,14425.14389,14448.52014,14176.60718,14288.41014,9619.52,10529.08,-909.56,5737.09,4887.11,849.98,1136,782,0.16,0.1465,-1.55,0.04,-0.31,-0.26,0.01,0.029998779
311,4/23/2021,14249.83798,14393.63764,14112.25823,14323.23206,6729.46,8090.22,-1360.76,5151.62,3456.03,1695.59,1028,864,1.37,0.3337,1.18,2.75,-0.101,0.1987,-0.2,-1.379999161
312,4/26/2021,14253.2338,14401.62666,14178.88322,14300.51293,7660.72,8772.61,-1111.89,6518.02,5495.45,1022.57,1281,664,-0.52,-0.0698,0.09,-2.44,-0.1895,-0.0487,-0.05,0.309999466
313,4/27/2021,14351.89866,14481.27845,14323.41581,14399.69237,5527.78,6982.53,-1454.75,6484.69,5021.25,1463.44,1325,570,-0.1,-0.0352,0.45,0.77,-0.2005,0.3,-0.52,-0.079999924
314,4/28/2021,14434.99314,14601.57888,14438.85439,14570.78109,7822.55,7056.53,766.02,6349.17,5912.97,436.2,1204,716,0.14,0.1357,0.66,-1.15,-0.07,0.23,0.12,-0.279998779
315,4/29/2021,14631.6626,14818.49744,14642.41063,14802.09807,6399.32,5589.95,809.37,4222.29,5164.64,-942.35,867,1042,0.39,-0.1957,0.75,2.24,-0.4195,0.28,-0.41,0.329999924
316,4/30/2021,14914.31043,15025.68596,14816.9181,14924.46854,7951.05,11416.12,-3465.07,5761.78,4342.47,1419.31,799,1087,0.24,-0.4647,-1.56,-0.35,-0.131,-0.4,-0.1,1
317,5/4/2021,14868.24931,14974.68902,14733.06661,14779.7003,5849.01,7621.38,-1772.37,4952.6,3965.26,987.34,778,1134,0.34,-0.5102,3.72,2,-0.156,0.7,0.76,0.869998932
318,5/5/2021,14791.92603,14844.7656,14582.71624,14607.07488,4955.96,6066.46,-1110.5,4255.47,4496.08,-240.61,1187,707,-0.49,0.5449,1.85,0.01,0.0035,-0.08,0.24,-0.329999924
319,5/6/2021,14688.95081,14716.70009,14540.49401,14612.12708,6326.62,5104.04,1222.58,4036.91,4669.42,-632.51,1056,850,-0.04,0.3225,0.97,0.03,-0.199,-0.091,1.3,-0.760000229
320,5/7/2021,14683.8068,14732.33735,14595.10399,14691.89365,7159.99,8302.74,-1142.75,6414.23,4946.14,1468.09,1097,834,0.08,0.6434,0,0.98,-0.348,-0.019,0.37,-1.699998856
321,5/10/2021,14786.95181,14825.84656,14730.04975,14798.73432,6860.97,6277.28,583.69,5851.72,6327.98,-476.26,1353,643,-0.78,-0.2952,-0.31,-1.03,0.1055,0.07,0.01,2.969999313
322,5/11/2021,14912.30073,14942.70256,14880.18445,14930.57452,6577.06,6913.06,-336,5172.16,5848.83,-676.67,1182,772,-0.43,-0.3307,-0.16,-3.8,0.0125,0.19,0.02,2.180000305
323,5/12/2021,14864.54099,14944.19241,14854.4908,14918.7665,5312,6572.59,-1260.59,5372.26,6076.62,-704.36,887,1089,-0.38,-0.3306,-0.97,-1.37,0.1215,0.085,-0.42,5.75
324,5/14/2021,14860.82961,14884.76285,14746.534,14794.75978,5856.4,8464.25,-2607.85,5444.16,4830.9,613.26,761,1220,1.98,0.9494,2.23,6,-0.2935,-0.219,0.49,-8.780000687
325,5/17/2021,14801.46063,14800.15425,14650.1346,14719.92104,5797.54,8053.38,-2255.84,7096.88,5148.4,1948.48,1340,650,-0.19,0.0233,1.08,-0.61,0.062,0.2854,1.25,0.909999847
326,5/18/2021,14776.39479,14895.93158,14700.68548,14861.74051,8433.44,7814.95,618.49,6301.03,5851.51,449.52,1201,756,-0.77,-0.0971,-1.38,-1.81,-0.2455,-0.166,-0.16,1.620000839
327,5/19/2021,14988.27684,15083.19652,14953.74755,15059.5596,7138.11,7835.86,-697.75,4722.98,5575.5,-852.52,1107,857,-0.13,-0.4443,-0.98,-1,0.1555,-0.6854,-0.52,0.840000153
328,5/20/2021,15076.55206,15162.05127,15040.9645,15088.48879,8149.8,8078.76,71.04,4723.27,5599.33,-876.06,942,1010,0.03,0.6223,-0.29,2.52,-0.165,-0.3586,0.22,-1.510000229
329,5/21/2021,15098.25971,15144.34616,14982.66071,15003.60424,7950.66,7440.5,510.16,6089.36,5440.26,649.1,1202,751,1.02,0.112,0.57,0.41,-0.2105,0.4601,-0.11,-0.520000458
330,5/24/2021,15060.76137,15215.04835,15020.38041,15152.18877,7830.55,7245.19,585.36,5329.13,6036.82,-707.69,1202,796,-0.11,0.3,0.72,1.05,0.0345,0.6285,-0.02,-1.75
331,5/25/2021,15198.33379,15288.2398,15146.61291,15230.77035,7282.89,6323.12,959.77,4299.61,4863.2,-563.59,1030,950,-1.6,-0.13,-0.51,-0.61,-0.1015,-0.1,-0.1,0.440000534
332,5/26/2021,15313.21119,15340.91647,15210.10645,15266.09584,5114.13,4872.53,241.6,3623.92,4062.51,-438.59,1244,737,0.66,-0.2333,0.53,1.14,-0.051,0.14,0,-1.479999542
333,5/27/2021,15331.68847,15375.20798,15252.76592,15340.51193,42734.21,43395.11,-660.9,6139.4,6027.02,112.38,1037,922,0.41,-0.0154,-0.91,0.53,-0.1185,0.17,-0.72,-0.620000839
334,5/28/2021,15378.45044,15428.99975,15318.9541,15391.97706,5917.71,5004.12,913.59,6440.88,5165.66,1275.22,774,1207,0.3,0.1623,-0.24,1.48,-0.1735,-0.03,0.22,0.020000458
335,6/1/2021,15460.91942,15506.70528,15428.28977,15476.78567,4507.92,4957.78,-449.86,4363.99,4133.5,230.49,730,1247,0.36,0.2073,1.99,-3.01,0.4245,0.41,0.18,1.13999939
336,6/2/2021,15640.01561,15671.60978,15564.76669,15606.53236,11510.79,10589.69,921.1,4657.4,4415.64,241.76,1375,587,-0.55,0.0185,-1.46,2.39,0.1185,0.19,-0.09,-0.420000076
337,6/3/2021,15631.73842,15690.8066,15565.75305,15655.82975,7323.5,6244.3,1079.2,4726,5004.97,-278.97,1360,625,0.36,-0.1202,1.66,1.22,0.0565,0.02,-0.96,0.560001373
338,6/4/2021,15712.73679,15765.09261,15662.67505,15748.58612,7683.55,6184.18,1499.37,3883.29,5058.3,-1175.01,1116,859,0.12,0.2403,-0.24,2.17,-0.146,0.18,0.25,-1.620000839
339,6/7/2021,15779.56156,15808.31253,15703.60436,15764.32864,6811.49,6997.95,-186.46,5644.06,4660.09,983.97,1418,637,0.63,0.0671,-1.13,-1.33,-0.0645,-0.05,-0.05,0
340,6/8/2021,15807.44767,15845.47895,15750.56324,15818.15948,7646.87,6224.16,1422.71,3936.21,5563.19,-1626.98,1059,915,-0.09,-0.0816,0.14,0.06,0.1125,0.3,-0.29,0.649999619
341,6/9/2021,15844.00209,15855.61112,15762.08776,15823.44242,7088.53,7934.9,-846.37,5895.55,6167.25,-271.7,708,1282,-0.79,-0.2149,-0.54,0.16,0.0375,-0.17,-0.11,0.819999695
342,6/10/2021,15844.76942,15866.08185,15675.29275,15740.02066,7447.97,6118.27,1329.7,4282.21,4857.4,-575.19,1543,473,-0.72,0.0489,-0.85,-0.76,0.1675,0.21,0.7,-1.789999008
343,6/11/2021,15782.1545,15826.92251,15686.34405,15767.87182,5161.16,5142.52,18.64,5212.5,4546.14,666.36,1043,959,0.19,0.0519,0.01,4.59,0.1325,0.02,-0.48,-0.450000763
344,6/14/2021,15821.50758,15862.94195,15759.3038,15819.85021,4339.27,4842.78,-503.51,4801.07,4256.81,544.26,899,1138,0.05,0.0141,-1.04,2.21,-0.091,0.07,-0.08,0.739999771
345,6/15/2021,15830.62793,15865.07404,15684.11158,15847.23908,7621.18,6987.49,633.69,3875.29,4524.58,-649.29,1188,810,0.42,0.0449,0.26,1.13,0.1835,0.33,-0.36,0.630001068
346,6/16/2021,15884.06238,15917.53207,15814.82203,15895.37615,5940.25,6810.54,-870.29,4027.52,4901.72,-874.2,726,1291,0.54,-0.3799,-1.63,1.06,-0.0325,-0.1,-0.34,1.129999161
347,6/17/2021,15889.39525,15921.67743,15798.54602,15838.22011,6727.57,7607.3,-879.73,5107.52,5062.28,45.24,687,1324,-1.41,-0.205,-2.05,2.44,0.8465,-0.39,-1.42,-0.399999619
348,6/18/2021,15743.08911,15838.12391,15694.68307,15752.04135,20440.85,17760.28,2680.57,7052.77,6606.57,446.2,565,1436,-0.47,-0.753,-1.56,-3.99,-0.0135,0.18,-0.28,2.950000763
349,6/21/2021,15751.09607,15790.80112,15524.59032,15704.51217,4675.48,5920.19,-1244.71,4028.31,3890.22,138.09,1255,770,1.24,0.538,1.13,2.98,0.047,0.37,0.4,-2.810001373
350,6/22/2021,15589.11137,15770.98885,15487.18949,15728.42773,6488.06,7516,-1027.94,5099.01,4796.56,302.45,1212,792,-0.04,0.05,0.39,-0.08,0.1535,0.065,-0.07,-1.229999542
351,6/23/2021,15743.3008,15856.44214,15651.93719,15759.06914,13648.63,10492.1,3156.53,4982.56,3665.36,1317.2,782,1194,0.53,-0.3734,-0.35,-0.74,-0.248,0.117,-0.12,-0.340000153
352,6/24/2021,15832.78072,15871.73496,15673.59843,15711.20301,7094.36,9985.3,-2890.94,5377.76,4239,1138.76,783,1186,0.67,0.2234,-0.04,-0.16,0.09,0.088,0.01,-0.349999428
353,6/25/2021,15781.79918,15846.87571,15703.02491,15763.67965,6766.31,7445.15,-678.84,6844.01,5011.25,1832.76,1070,902,0.54,0.1,0.18,0.27,-0.0515,0.15,-0.08,-0.350000381
354,6/28/2021,15829.5767,15869.45276,15764.93743,15838.27636,4275.71,5934.43,-1658.72,5634.19,4357.11,1277.08,1069,940,-0.9,-0.1242,-0.39,-0.96,0.1515,-0.32,-0.19,0.140000343
355,6/29/2021,15904.67677,15910.96884,15804.93335,15837.89839,10932.02,10815.39,116.63,8687.31,6877.26,1810.05,903,1084,-0.52,-0.3158,0.08,-0.26,0.004,0.2,-0.17,0.260000229
356,6/30/2021,15858.31968,15870.70765,15770.34334,15787.25576,6057.48,7704.14,-1646.66,6171.14,4650.96,1520.18,965,1017,-0.02,-0.32,0.3,-1.05,0.052,-0.03,0.15,-0.190000534
357,7/1/2021,15811.64169,15852.72885,15739.92669,15742.94913,4395.8,5641.09,-1245.29,4721.48,3840.88,880.6,,,0.18,0.055,0.22,0.23,0.216,0.27,-0.1,-0.350000381
358,7/2/2021,15773.0784,15783.78457,15693.9999,15692.80616,4860.51,5843.31,-982.8,4922.08,3991.69,930.39,,,-0.65,0.11,0.01,1.85,-0.065,0.16,0.21,-0.409999847
